repo,test_id,framework,line,name,raw_code,sync_pattern,sync_target,sync_placement,is_fixed_delay,sync_arg_kind,sync_call_kind_ast,sync_arg_kind_ast,is_condition_based,is_network_based,is_assertion_retry,is_framework_auto_wait_inferred,sync_evidence_basis,manual_sync_pattern_ok,manual_sync_pattern_should_be,manual_sync_target_ok,manual_sync_target_should_be,manual_sync_arg_kind_ok,manual_sync_arg_kind_should_be,manual_notes,event_snippet,snippet_truncated,file_path,enclosing_function_or_helper_snippet,test_body_context_snippet
appsmithorg/appsmith,550ff79d94318a30808c894c5698e49c,Cypress,63,"cy.wrap($containerEl)
          .find(publishLocators.textWidget)
          .eq(1)
          .should","cy.wrap($containerEl)
          .find(publishLocators.textWidget)
          .eq(1)
          .should(""have.text"", simpleListData1[index].id)",assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wrap($containerEl)
          .find(publishLocators.textWidget)
          .eq(1)
          .should(""have.text"", simpleListData1[index].id)",false,,,
databuddy-analytics/Databuddy,5eadfef374230fd0fe2fe53b2de0fd4b,Playwright,30,page.waitForFunction,"page.waitForFunction(
		() => typeof window.__SDK__ !== ""undefined"",
		null,
		{
			timeout: 5000,
		}
	)",predicate_or_custom_condition,predicate,hook,False,,predicate,predicate,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForFunction(
		() => typeof window.__SDK__ !== ""undefined"",
		null,
		{
			timeout: 5000,
		}
	)",false,,,
cloudtogo/pageplug,2d42cd6fe3b58bdfd864045c8115ccb4,Cypress,222,cy.location().should,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_callback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",false,,,
otterscan/otterscan,7cba735aa252d694d7064112885d8b99,Cypress,52,tx.wait,tx.wait(),unresolved_custom_wait,,hook,False,,wait_api,none,False,False,False,False,ast_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,tx.wait(),false,,,
pretzelai/pretzelai,3964b1af48bc6cff4812e34f67515c69,Playwright,557,page.locator('text=1/21').waitFor,page.locator('text=1/21').waitFor(),element_state_wait,element,test_body,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.locator('text=1/21').waitFor(),false,,,
openobserve/openobserve,c73e3df273f2ac1ec120d86d874ea718,Playwright,69,page.waitForResponse,"page.waitForResponse(
      (response) => {
        const url = response.url();
        return (
          ( /\/api\/.*\/dashboards/.test(url) ||
            /\/api\/.*\/folders/.test(url) ) &&
          response.status() === 200
        );
      },
      { timeout: 20000 }
    )",network_wait,network,helper,False,alias_expression,wait_api,network,False,True,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForResponse(
      (response) => {
        const url = response.url();
        return (
          ( /\/api\/.*\/dashboards/.test(url) ||
            /\/api\/.*\/folders/.test(url) ) &&
          response.status() === 200
        );
      },
      { timeout: 20000 }
    )",false,,,
cloudtogo/pageplug,b848c1b76cff72bf0ef8e54a0945304d,Cypress,222,cy.location().should,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_callback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.location().should((loc) => {
      expect(loc.href).to.eq(loc.origin + ""/applications"");
    })",false,,,
super-productivity/super-productivity,90b139d73d401ae8f8c76103280338e4,Playwright,901,page.waitForTimeout,page.waitForTimeout(fadeMs + 600),fixed_delay,time,helper,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_binary_numeric_expression,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForTimeout(fadeMs + 600),false,,,
mattermost/mattermost,5fbd20c96235ca537901c30b3875bc0c,Cypress,194,cy.get('input').should('be.visible').type('Channel').wait,cy.get('input').should('be.visible').type('Channel').wait(TIMEOUTS.HALF_SEC),fixed_delay,time,test_body,True,constant_or_expression,wait_api,constant_or_expression,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.get('input').should('be.visible').type('Channel').wait(TIMEOUTS.HALF_SEC),false,,,
super-productivity/super-productivity,b5244aa15b9b1643128f26c998a60823,Playwright,128,"page
    .waitForEvent","page
    .waitForEvent('download', { timeout: 90000 })",event_wait,event,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page
    .waitForEvent('download', { timeout: 90000 })",false,,,
cloudtogo/pageplug,db9aa6475c266795e7230a8a9868b849,Cypress,936,cy.get(welcomePage.continueButton).should,"cy.get(welcomePage.continueButton).should(""not.be.disabled"")",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.get(welcomePage.continueButton).should(""not.be.disabled"")",false,,,
appsmithorg/appsmith,c8dac5c81e3e07344b15f68b8c666ba5,Cypress,79,cy.wait,"cy.wait(""@getWorkspace"")",network_wait,network,hook,False,alias_literal,wait_api,network_alias,False,True,False,False,ast_string_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(""@getWorkspace"")",false,,,
linode/manager,55aaf097b35756f20ead37b3bca02a3e,Cypress,359,cy.wait,"cy.wait(['@getDatabase', '@getDatabaseTypes'])",network_wait,network,test_body,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(['@getDatabase', '@getDatabaseTypes'])",false,,,
element-hq/element-web,e6310dae81cab096832c61e4412e849f,Playwright,92,page.waitForResponse,"page.waitForResponse((resp) => resp.url().includes(""/sync"") && resp.status() === 401)",network_wait,network,helper,False,alias_expression,wait_api,network,False,True,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForResponse((resp) => resp.url().includes(""/sync"") && resp.status() === 401)",false,,,
surveyjs/survey-library,b3d4fa04951164ab14c39873570b11e0,Playwright,150,page.waitForFunction,"page.waitForFunction(() => (window as any).__surveyStylesLoaded === true, { timeout: 5000 })",predicate_or_custom_condition,predicate,helper,False,,predicate,predicate,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForFunction(() => (window as any).__surveyStylesLoaded === true, { timeout: 5000 })",false,,,
payloadcms/payload,8d46ed7be029cbd6c694f740e87b083f,Playwright,1272,"expect(async () => {
        await expect(page.locator('.export-preview')).toBeVisible()
      }).toPass","expect(async () => {
        await expect(page.locator('.export-preview')).toBeVisible()
      }).toPass()",assertion_retry_wait,assertion,test_body,False,,assertion,,False,False,True,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(async () => {
        await expect(page.locator('.export-preview')).toBeVisible()
      }).toPass()",false,,,
UI5/webcomponents-react,cefadb3092bcae87c1d83487aa8976de,Cypress,148,cy.get('@endContent').should,"cy.get('@endContent').should(($el) => {
      expect($el[0].getBoundingClientRect().top).to.approximately(525.5, 1);
    })",assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_callback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.get('@endContent').should(($el) => {
      expect($el[0].getBoundingClientRect().top).to.approximately(525.5, 1);
    })",false,,,
JetBrains/kotlin-web-site,78a1fe4e8356271a189f9413416e731b,Playwright,379,expect(element).toBeVisible,expect(element).toBeVisible(),assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_matcher,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,expect(element).toBeVisible(),false,,,
super-productivity/super-productivity,d7bbc25fcec4aca5f897eb6c8e527c23,Playwright,1038,page.waitForTimeout,page.waitForTimeout(UI_SETTLE_EXTENDED),fixed_delay,time,helper,True,constant_or_expression,wait_api,expression,False,False,False,False,ast_expression_unresolved,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForTimeout(UI_SETTLE_EXTENDED),false,,,
linode/manager,0de80e38289d90e987418b5be841f4a2,Cypress,190,cy.wait,cy.wait(Array(6).fill('@getMetrics')),network_wait,network,hook,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_fill_alias,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(Array(6).fill('@getMetrics')),false,,,
mattermost/mattermost,f5a7f864e32fff1ded2691ccf8171aed,Cypress,79,cy.waitUntil,"cy.waitUntil(() => {
        return cy.uiGetPostTextBox().then((el) => {
            return el[0].textContent === '';
        });
    })",predicate_or_custom_condition,predicate,helper,False,,predicate,predicate,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.waitUntil(() => {
        return cy.uiGetPostTextBox().then((el) => {
            return el[0].textContent === '';
        });
    })",false,,,
dyrector-io/dyrectorio,b6dcab57c964ecab229fc84737d17bb4,Playwright,135,expect(newSecretValueInput).toBeDisabled,expect(newSecretValueInput).toBeDisabled(),assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_matcher,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,expect(newSecretValueInput).toBeDisabled(),false,,,
linode/manager,69916c98f7b5733223ebcba1e3b74e82,Cypress,155,cy.wait,"cy.wait([
      '@getLinode',
      '@getFeatureFlags',
      '@getNotifications',
      '@getMaintenances',
      '@getProfile',
    ])",network_wait,network,test_body,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait([
      '@getLinode',
      '@getFeatureFlags',
      '@getNotifications',
      '@getMaintenances',
      '@getProfile',
    ])",false,,,
openobserve/openobserve,3b832718135d9ab2ea7181caac1e2c8b,Playwright,23,page.waitForLoadState,"page.waitForLoadState('networkidle', { timeout: 10000 })",navigation_or_load_wait,navigation,hook,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForLoadState('networkidle', { timeout: 10000 })",false,,,
appsmithorg/appsmith,03074e1df8b39bc89dbaf720df5a57c9,Cypress,977,cy.wait,"cy.wait(""@createSuperUser"")",network_wait,network,hook,False,alias_literal,wait_api,alias_literal,False,True,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(""@createSuperUser"")",false,,,
ontola/atomic-server,e0e44a3133273556f7b525860d67e8e1,Playwright,202,page.waitForTimeout,page.waitForTimeout(REBUILD_INDEX_TIME),fixed_delay,time,helper,True,constant_or_expression,wait_api,expression,False,False,False,False,ast_expression_unresolved,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,page.waitForTimeout(REBUILD_INDEX_TIME),false,,,
cloudtogo/pageplug,75eb7473f86495882c8a634a54eadc1a,Cypress,214,cy.wait,cy.wait(2000),fixed_delay,time,hook,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_numeric_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(2000),false,,,
linode/manager,5106c7f1354de354ab217c63dd2227c9,Cypress,68,cy.wait,"cy.wait(['@getAccountSettings', '@getUserPreferences'])",network_wait,network,test_body,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(['@getAccountSettings', '@getUserPreferences'])",false,,,
cloudtogo/pageplug,2df5f8aa722202815832d4ffe3b44c97,Cypress,1757,cy.waitUntil,"cy.waitUntil(() => this.IsContainerReady(containerName), {
        interval: 5000,
        timeout: 60000,
      })",predicate_or_custom_condition,predicate,hook,False,,predicate,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.waitUntil(() => this.IsContainerReady(containerName), {
        interval: 5000,
        timeout: 60000,
      })",false,,,
super-productivity/super-productivity,2bc584493108c3efc189e50445c259a5,Playwright,614,client.page.waitForTimeout,client.page.waitForTimeout(UI_SETTLE_STANDARD),fixed_delay,time,helper,True,constant_or_expression,wait_api,expression,False,False,False,False,ast_expression_unresolved,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,client.page.waitForTimeout(UI_SETTLE_STANDARD),false,,,
cloudtogo/pageplug,a51db16fa3a41aa23c38664e7295bfba,Cypress,66,cy.waitUntil,"cy.waitUntil(
            () =>
              cy
                .get(
                  '.tbody .td[data-rowindex=""' +
                    1 +
                    '""][data-colindex=""' +
                    0 +
                    '""]',
                  {
                    timeout: 40000,
                  },
                )
                .eq(0)
                .should(""be.vis...",predicate_or_custom_condition,predicate,test_body,False,,predicate,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.waitUntil(
            () =>
              cy
                .get(
                  '.tbody .td[data-rowindex=""' +
                    1 +
                    '""][data-colindex=""' +
                    0 +
                    '""]',
                  {
                    timeout: 40000,
                  },
                )
                .eq(0)
                .should(""be.vis...",false,,,
pinterest/gestalt,1c13d01be73957a5773b5e1fa3c80643,Playwright,13,"page
    .waitForFunction","page
    .waitForFunction(
      ({
        selector,
        args: {
          targetItems,
          targetItemsLT,
          targetItemsLTE,
          targetItemsGT,
          targetItemsGTE,
          scrollHeight,
        },
      }) => {
        const items = Array.from(document.querySelectorAll(selector));
        const loadedItems = items.filter((item) => item.style.visibilit...",predicate_or_custom_condition,predicate,helper,False,,predicate,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page
    .waitForFunction(
      ({
        selector,
        args: {
          targetItems,
          targetItemsLT,
          targetItemsLTE,
          targetItemsGT,
          targetItemsGTE,
          scrollHeight,
        },
      }) => {
        const items = Array.from(document.querySelectorAll(selector));
        const loadedItems = items.filter((item) => item.style.visibilit...",false,,,
hello-pangea/dnd,4b339b7d861b92c9fbcfa92014ee07a3,Cypress,46,cy.wait,cy.wait(timings.outOfTheWay * 1000),fixed_delay,time,test_body,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_binary_numeric_expression,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(timings.outOfTheWay * 1000),false,,,
cloudtogo/pageplug,21f31b7b30dd96ac03141ca6772a72b6,Cypress,927,cy.get(welcomePage.continueButton).should,"cy.get(welcomePage.continueButton).should(""be.disabled"")",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.get(welcomePage.continueButton).should(""be.disabled"")",false,,,
payloadcms/payload,77b7641c1a88557faf7313a87cad04cf,Playwright,1435,"expect(async () => {
        await expect(listItem).toHaveText('00:00')
      }).toPass","expect(async () => {
        await expect(listItem).toHaveText('00:00')
      }).toPass({
        timeout: POLL_TOPASS_TIMEOUT,
      })",assertion_retry_wait,assertion,test_body,False,,assertion,,False,False,True,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(async () => {
        await expect(listItem).toHaveText('00:00')
      }).toPass({
        timeout: POLL_TOPASS_TIMEOUT,
      })",false,,,
