repo,test_id,framework,line,name,raw_code,ui_action_category,locator_present,raw_framework_api,normalized_strategy,locator_composition,robustness_signal,evidence_basis,selector_literal_kind,selector_channel,selector_value_origin,locator_strategy_inferred,locator_evidence_basis,locator_composition_evidence_basis,manual_locator_strategy_ok,manual_locator_strategy_should_be,manual_locator_composition_ok,manual_locator_composition_should_be,manual_selector_literal_kind_ok,manual_selector_literal_kind_should_be,manual_notes,event_snippet,snippet_truncated,file_path,enclosing_function_or_helper_snippet,test_body_context_snippet
linode/manager,a6c47a4348449a6ce9e52b8bba791155,Cypress,232,cy.findByText,cy.findByText(created_by),locator_query,True,cy.findByText,text_content,standalone_locator_query,readable_text_signal,regex_fallback,text,text,variable,text_content,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByText(created_by),false,,,
neo4j/neo4j-browser,2b1c89d61e4b5070543b876086df0ffb,Cypress,110,"frame
      .get","frame
      .get('[data-testid=""multi-statement-list-content""]', { timeout: 10000 })",locator_query,True,"frame
      ",test_id_or_data_contract,unknown,stable_test_contract_signal,regex_fallback,test_id,test_id,inline_literal,test_id_or_data_contract,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"frame
      .get('[data-testid=""multi-statement-list-content""]', { timeout: 10000 })",false,,,
cloudtogo/pageplug,90cc3bb1b9c5bbe560bde9de90205f6c,Cypress,230,"cy.xpath(applyTheme(""Featured themes"", ""Modern""))
      .click","cy.xpath(applyTheme(""Featured themes"", ""Modern""))
      .click({ force: true })",click,True,cy.xpath,xpath_selector,direct_chain,positional_or_structural_signal,regex_fallback,xpath,xpath,computed,xpath_selector,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.xpath(applyTheme(""Featured themes"", ""Modern""))
      .click({ force: true })",false,,,
appsmithorg/appsmith,dfbe01ff1863b23952791d56915d82ca,Cypress,291,"cy.get(commonlocators.evaluatedType)
    .first()
    .should(""be.visible"")
    .contains","cy.get(commonlocators.evaluatedType)
    .first()
    .should(""be.visible"")
    .contains(dataType)",locator_query,True,cy.get,text_content,positional_refinement,readable_text_signal,ast_call_chain,text,text,identifier,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get(commonlocators.evaluatedType)
    .first()
    .should(""be.visible"")
    .contains(dataType)",false,,,
midas-research/audino,c300e381fecda010a4b6424dcc09b963,Cypress,504,cy.get,cy.get('.ant-select-selection-item'),locator_query,True,cy.get,custom_locator_helper,custom_command_mediated,opaque_or_unresolved_signal,source_metadata,class,class,inline_literal,custom_locator_helper,source_metadata,source_metadata,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.get('.ant-select-selection-item'),false,,,
illacloud/illa-builder,162347b7cd28e9056507956162738360,Playwright,23,"page
      .getByRole(""textbox"")
      .nth(3)
      .fill","page
      .getByRole(""textbox"")
      .nth(3)
      .fill(process.env.ILLA_COUCHDB_USERNAME)",text_input,True,"page
      .getByRole",role_or_accessibility,positional_refinement,user_facing_accessibility_signal,ast_call_chain,role,role,inline_literal,role_or_accessibility,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page
      .getByRole(""textbox"")
      .nth(3)
      .fill(process.env.ILLA_COUCHDB_USERNAME)",false,,,
OHIF/Viewers,cc5a8089ba9308f257b3954899db4583,Playwright,18,rightPanelPageObject.contourSegmentationPanel.panel.nthSegment(0).click,rightPanelPageObject.contourSegmentationPanel.panel.nthSegment(0).click(),click,True,t.contourSegmentationPanel.panel.nthSegment,page_object_mediated,page_object_mediated,opaque_or_unresolved_signal,ast_call_chain,unknown,unknown,none,page_object_mediated,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,rightPanelPageObject.contourSegmentationPanel.panel.nthSegment(0).click(),false,,,
cloudtogo/pageplug,c52d469eb6f173f7108ba7ee0e6d0954,Cypress,65,cy.xpath,"cy.xpath(
        ""//div[@class='tableWrap']//div[@class='thead']//div[@class='tr'][1]//div[@role='columnheader']//span[text()='longitude']/parent::div/parent::div/parent::div"",
      )",unknown_action,True,cy.xpath,xpath_selector,unknown,positional_or_structural_signal,regex_fallback,xpath,xpath,inline_literal,xpath_selector,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.xpath(
        ""//div[@class='tableWrap']//div[@class='thead']//div[@class='tr'][1]//div[@role='columnheader']//span[text()='longitude']/parent::div/parent::div/parent::div"",
      )",false,,,
opensearch-project/OpenSearch-Dashboards,f280eccf050da9265260031be2a0bd24,Cypress,43,cy.get,"cy.get('[data-test-subj=""visualizationLandingPage""]')",locator_query,True,cy.get,test_id_or_data_contract,direct_chain,stable_test_contract_signal,ast_call_chain,test_id,test_id,inline_literal,css_selector,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get('[data-test-subj=""visualizationLandingPage""]')",false,,,
documenso/documenso,d8c7b467524b3f0dbfa5e02fa96890a4,Playwright,5,page.getByRole,"page.getByRole('tab', { name: tabName })",locator_query,True,page.getByRole,role_or_accessibility,direct_chain,user_facing_accessibility_signal,ast_call_chain,role,role,inline_literal,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.getByRole('tab', { name: tabName })",false,,,
UI5/webcomponents,0b14384962464d8a4d671a369e6116d8,Cypress,567,"cy.get(""@rangeSlider"")
			.shadow()
			.find","cy.get(""@rangeSlider"")
			.shadow()
			.find('[data-sap-ui-start-value]')",locator_query,True,cy.get,css_selector,standalone_locator_query,implementation_coupled_signal,regex_fallback,cypress_alias_reference,cypress_alias_reference,inline_literal,css_selector,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get(""@rangeSlider"")
			.shadow()
			.find('[data-sap-ui-start-value]')",false,,,
mattermost/mattermost,9f639a5a086a77c146e8c63f348bb031,Cypress,533,cy.contains,"cy.contains('[data-bookmark-id]', firstName)",locator_query,True,cy.contains,text_content,unknown,readable_text_signal,regex_fallback,text,text,inline_literal,text_content,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.contains('[data-bookmark-id]', firstName)",false,,,
activist-org/activist,2ece9f04c3ad9a66289ef7b0e4a17a8c,Playwright,89,page.getByRole,"page.getByRole(""link"", { name: ROADMAP_LINK_NAME })",locator_query,True,page.getByRole,role_or_accessibility,unknown,user_facing_accessibility_signal,regex_fallback,role,role,inline_literal,role_or_accessibility,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.getByRole(""link"", { name: ROADMAP_LINK_NAME })",false,,,
midas-research/audino,cd0df4936dc4b96773d0ad5466211b4e,Cypress,1509,cy.get('.cvat-brush-tools-polygon-plus').click,cy.get('.cvat-brush-tools-polygon-plus').click(),click,True,cy.get,css_selector,direct_chain,implementation_coupled_signal,ast_call_chain,class,class,inline_literal,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.get('.cvat-brush-tools-polygon-plus').click(),false,,,
OHIF/Viewers,3d3a7248bfb8b218ad5f03b8b9b639a6,Playwright,20,DOMOverlayPageObject.viewport.segmentationHydration.yes.click,DOMOverlayPageObject.viewport.segmentationHydration.yes.click(),click,True,t.viewport.segmentationHydration.yes.click,page_object_mediated,page_object_mediated,opaque_or_unresolved_signal,ast_call_chain,unknown,unknown,none,page_object_mediated,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,DOMOverlayPageObject.viewport.segmentationHydration.yes.click(),false,,,
opensearch-project/OpenSearch-Dashboards,74918560abdb4ca92186265986b15f44,Cypress,182,cy.contains,cy.contains('Input / Output'),locator_query,True,cy.contains,text_content,unknown,readable_text_signal,regex_fallback,text,text,inline_literal,text_content,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.contains('Input / Output'),false,,,
mattermost/mattermost,091f361eb1f7c5bd68e9655c77baefbc,Playwright,210,channelsPage.centerView.scheduledPostIndicator.seeAllLink.click,channelsPage.centerView.scheduledPostIndicator.seeAllLink.click(),click,True,Page.centerView.scheduledPostIndicator.seeAllLink.click,page_object_mediated,page_object_mediated,opaque_or_unresolved_signal,ast_call_chain,unknown,unknown,none,page_object_mediated,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,channelsPage.centerView.scheduledPostIndicator.seeAllLink.click(),false,,,
appsmithorg/appsmith,e1d1b49e2bb2001a5e2e5aeb64e8de40,Cypress,82,"cy.xpath(""//input[@class='bp3-input']"")
        .eq(1)
        .type","cy.xpath(""//input[@class='bp3-input']"")
        .eq(1)
        .type(""qwerty@appsmith.com"")",text_input,True,cy.xpath,xpath_selector,positional_refinement,positional_or_structural_signal,regex_fallback,xpath,xpath,inline_literal,xpath_selector,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.xpath(""//input[@class='bp3-input']"")
        .eq(1)
        .type(""qwerty@appsmith.com"")",false,,,
webiny/webiny-js,e956dcd5118c75f36261d254b2c0d3bc,Cypress,115,cy.findByPlaceholderText,cy.findByPlaceholderText(/search content model/i),locator_query,True,cy.findByPlaceholderText,placeholder_or_alt_title,standalone_locator_query,user_facing_accessibility_signal,regex_fallback,placeholder,placeholder,,placeholder_or_alt_title,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByPlaceholderText(/search content model/i),false,,,
midas-research/audino,0d290498765981194c02a9e23b8d1bd2,Cypress,852,cy.get('.ant-collapse-content-box').find,cy.get('.ant-collapse-content-box').find('#useProjectSourceStorage'),locator_query,True,cy.get,css_selector,direct_chain,implementation_coupled_signal,ast_call_chain,class,class,inline_literal,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.get('.ant-collapse-content-box').find('#useProjectSourceStorage'),false,,,
openobserve/openobserve,14022d3ba7896e4d8f3228cf14193376,Playwright,28,page.locator,"page.locator('[data-test*=""dashboard-edit-panel""][data-test$=""-dropdown""]')",locator_query,True,page.locator,test_id_or_data_contract,positional_refinement,stable_test_contract_signal,ast_call_chain,test_id,test_id,inline_literal,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.locator('[data-test*=""dashboard-edit-panel""][data-test$=""-dropdown""]')",false,,,
pingcap/autoflow,86baecc6a8e3cc23ffa2524ffe63e19e,Playwright,67,page.getByLabel,page.getByLabel('Name'),locator_query,True,page.getByLabel,label_or_form_affordance,direct_chain,user_facing_accessibility_signal,ast_call_chain,label,label,inline_literal,label_or_form_affordance,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.getByLabel('Name'),false,,,
floating-ui/floating-ui,dd5515ee66c8059da0ef71d36ca45ded,Playwright,19,click,"click(page, `[data-testid=""mainAxis-true""]`)",click,True,click,test_id_or_data_contract,unknown,stable_test_contract_signal,regex_fallback,test_id,test_id,variable,test_id_or_data_contract,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"click(page, `[data-testid=""mainAxis-true""]`)",false,,,
appsmithorg/appsmith,ea08471277bb4544f41f12f5e7918cd8,Cypress,77,cy.xpath,"cy.xpath(""//span[text()='schema_name']"")",unknown_action,True,cy.xpath,xpath_selector,unknown,positional_or_structural_signal,regex_fallback,xpath,xpath,inline_literal,xpath_selector,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.xpath(""//span[text()='schema_name']"")",false,,,
appsmithorg/appsmith,48a7391f1f9e716fad67b08b30a7797a,Cypress,961,cy.get(welcomePage.email).type,"cy.get(welcomePage.email).type(Cypress.env(""USERNAME""))",text_input,True,cy.get,css_selector,direct_chain,implementation_coupled_signal,ast_call_chain,unknown,unknown,member_path,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get(welcomePage.email).type(Cypress.env(""USERNAME""))",false,,,
ontola/atomic-server,ea2b92d65c188b75d6d723529395a597,Playwright,85,page.getByLabel,page.getByLabel('Property shortname'),locator_query,True,page.getByLabel,label_or_form_affordance,unknown,user_facing_accessibility_signal,regex_fallback,label,label,inline_literal,label_or_form_affordance,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.getByLabel('Property shortname'),false,,,
linode/manager,785335758fb66d0fe341dbf1b04c0296,Cypress,110,"ui.autocomplete
        .findByLabel('What is this regarding?')
        .type","ui.autocomplete
        .findByLabel('What is this regarding?')
        .type('General/Account/Billing')",text_input,True,findByLabel,label_or_form_affordance,direct_chain,user_facing_accessibility_signal,ast_call_chain,label,label,inline_literal,label_or_form_affordance,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"ui.autocomplete
        .findByLabel('What is this regarding?')
        .type('General/Account/Billing')",false,,,
team-mirai/marumie,7366f3094f1641534ec837e57afb9007,Playwright,71,page.getByLabel,"page.getByLabel(""CSV File:"")",locator_query,True,page.getByLabel,label_or_form_affordance,unknown,user_facing_accessibility_signal,regex_fallback,label,label,inline_literal,label_or_form_affordance,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.getByLabel(""CSV File:"")",false,,,
linode/manager,c3da1ac2e03e8f17e480297af7a7dc6c,Cypress,589,"ui.button
      .findByTitle","ui.button
      .findByTitle('Create Linode')",locator_query,True,findByTitle,placeholder_or_alt_title,direct_chain,user_facing_accessibility_signal,ast_call_chain,title,title,inline_literal,placeholder_or_alt_title,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"ui.button
      .findByTitle('Create Linode')",false,,,
webiny/webiny-js,98c810da29c6110e374e5999b71429bd,Cypress,93,cy.findByTestId,"cy.findByTestId(""fr.input.text.Title"")",locator_query,True,cy.findByTestId,test_id_or_data_contract,direct_chain,stable_test_contract_signal,ast_call_chain,test_id,test_id,inline_literal,test_id_or_data_contract,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.findByTestId(""fr.input.text.Title"")",false,,,
